TagBoiler,1360, 05-02-16 14:43 
tagRPM,129.104679766, 05-02-16 14:43 
TagPressure,0.5, 05-02-16 14:43 
TagTemperature,70, 05-02-16 14:43 
TagBoiler,1370, 05-02-16 14:43 
tagRPM,133.322645568, 05-02-16 14:43 
TagPressure,0.342020143326, 05-02-16 14:43 
TagBoiler,1380, 05-02-16 14:43 
tagRPM,137.5, 05-02-16 14:43 
TagPressure,0.173648177667, 05-02-16 14:43 
TagBoiler,1390, 05-02-16 14:43 
tagRPM,141.6354706, 05-02-16 14:43 
TagPressure,1.18551999964e-13, 05-02-16 14:43 
TagSpeed,80, 05-02-16 14:43 
TagBoiler,1400, 05-02-16 14:43 
tagRPM,145.727797664, 05-02-16 14:43 
TagPressure,-0.173648177667, 05-02-16 14:43 
TagBoiler,1410, 05-02-16 14:43 
tagRPM,149.775734629, 05-02-16 14:43 
TagPressure,-0.342020143325, 05-02-16 14:43 
TagBoiler,1420, 05-02-16 14:43 
tagRPM,153.778048454, 05-02-16 14:43 
TagPressure,-0.5, 05-02-16 14:43 
TagBoiler,1430, 05-02-16 14:43 
tagRPM,157.733519997, 05-02-16 14:43 
TagPressure,-0.642787609686, 05-02-16 14:43 
TagBoiler,1440, 05-02-16 14:43 
tagRPM,161.64094438, 05-02-16 14:43 
TagPressure,-0.766044443119, 05-02-16 14:43 
TagTemperature,80, 05-02-16 14:43 
TagFlow,0, 05-02-16 14:43 
TagSpeed,90, 05-02-16 14:43 
TagBoiler,1450, 05-02-16 14:43 
tagRPM,165.499131367, 05-02-16 14:43 
TagPressure,-0.866025403785, 05-02-16 14:43 
TagBoiler,1460, 05-02-16 14:43 
tagRPM,169.306905715, 05-02-16 14:43 
TagPressure,-0.939692620786, 05-02-16 14:43 
TagBoiler,1470, 05-02-16 14:43 
tagRPM,173.063107539, 05-02-16 14:43 
TagPressure,-0.984807753012, 05-02-16 14:43 
TagBoiler,1480, 05-02-16 14:43 
tagRPM,176.766592664, 05-02-16 14:43 
TagPressure,-1.0, 05-02-16 14:43 
TagBoiler,1490, 05-02-16 14:43 
tagRPM,180.416232972, 05-02-16 14:43 
TagPressure,-0.984807753012, 05-02-16 14:43 
TagSpeed,100, 05-02-16 14:43 
TagBoiler,1500, 05-02-16 14:43 
tagRPM,184.010916749, 05-02-16 14:43 
TagPressure,-0.939692620786, 05-02-16 14:43 
TagBoiler,100, 05-02-16 14:43 
tagRPM,187.549549017, 05-02-16 14:43 
TagPressure,-0.866025403784, 05-02-16 14:43 
TagBoiler,110, 05-02-16 14:43 
tagRPM,191.031051876, 05-02-16 14:43 
TagPressure,-0.766044443119, 05-02-16 14:43 
TagTemperature,90, 05-02-16 14:43 
TagBoiler,120, 05-02-16 14:43 
tagRPM,194.454364826, 05-02-16 14:43 
TagPressure,-0.642787609687, 05-02-16 14:43 
TagFlow,10, 05-02-16 14:43 
TagSpeed,0, 05-02-16 14:43 
TagBoiler,130, 05-02-16 14:43 
tagRPM,197.818445093, 05-02-16 14:43 
TagPressure,-0.5, 05-02-16 14:43 
TagBoiler,140, 05-02-16 14:43 
tagRPM,201.122267945, 05-02-16 14:43 
TagPressure,-0.342020143326, 05-02-16 14:43 
TagBoiler,150, 05-02-16 14:43 
tagRPM,204.364827006, 05-02-16 14:43 
TagPressure,-0.173648177667, 05-02-16 14:43 
TagBoiler,160, 05-02-16 14:43 
tagRPM,207.545134561, 05-02-16 14:43 
TagPressure,-2.43019443402e-13, 05-02-16 14:43 
tagRPM,210.662221858, 05-02-16 14:43 
TagBoiler,170, 05-02-16 14:43 
TagSpeed,10, 05-02-16 14:43 
TagPressure,0.173648177667, 05-02-16 14:43 
tagRPM,213.715139401, 05-02-16 14:43 
TagBoiler,180, 05-02-16 14:43 
TagPressure,0.342020143326, 05-02-16 14:43 
tagRPM,216.702957242, 05-02-16 14:43 
TagBoiler,190, 05-02-16 14:43 
TagTemperature,100, 05-02-16 14:43 
TagPressure,0.5, 05-02-16 14:43 
tagRPM,219.624765263, 05-02-16 14:43 
TagBoiler,200, 05-02-16 14:43 
TagPressure,0.642787609687, 05-02-16 14:43 
tagRPM,222.479673453, 05-02-16 14:43 
TagBoiler,210, 05-02-16 14:43 
TagPressure,0.766044443119, 05-02-16 14:43 
tagRPM,225.266812179, 05-02-16 14:43 
TagFlow,20, 05-02-16 14:43 
TagBoiler,220, 05-02-16 14:43 
TagSpeed,20, 05-02-16 14:43 
TagPressure,0.866025403784, 05-02-16 14:43 
tagRPM,227.985332453, 05-02-16 14:43 
TagBoiler,230, 05-02-16 14:43 
TagPressure,0.939692620786, 05-02-16 14:43 
tagRPM,230.634406185, 05-02-16 14:43 
TagBoiler,240, 05-02-16 14:43 
TagPressure,0.984807753012, 05-02-16 14:43 
TagBoiler,250, 05-02-16 14:43 
tagRPM,233.213226443, 05-02-16 14:43 
TagPressure,1.0, 05-02-16 14:43 
TagBoiler,260, 05-02-16 14:43 
tagRPM,235.721007693, 05-02-16 14:43 
TagPressure,0.984807753012, 05-02-16 14:43 
TagSpeed,30, 05-02-16 14:43 
tagRPM,238.156986041, 05-02-16 14:43 
TagBoiler,270, 05-02-16 14:43 
TagTemperature,0, 05-02-16 14:43 
TagPressure,0.939692620786, 05-02-16 14:43 
tagRPM,240.520419463, 05-02-16 14:43 
TagBoiler,280, 05-02-16 14:43 
TagPressure,0.866025403785, 05-02-16 14:43 
tagRPM,242.810588036, 05-02-16 14:43 
TagBoiler,290, 05-02-16 14:43 
TagPressure,0.766044443119, 05-02-16 14:43 
tagRPM,245.026794152, 05-02-16 14:43 
TagBoiler,300, 05-02-16 14:43 
TagPressure,0.642787609687, 05-02-16 14:43 
TagBoiler,310, 05-02-16 14:43 
tagRPM,247.168362732, 05-02-16 14:43 
TagPressure,0.5, 05-02-16 14:43 
TagFlow,30, 05-02-16 14:43 
TagSpeed,40, 05-02-16 14:43 
tagRPM,249.234641435, 05-02-16 14:43 
TagBoiler,320, 05-02-16 14:43 
TagPressure,0.342020143326, 05-02-16 14:43 
TagBoiler,330, 05-02-16 14:43 
tagRPM,251.225000852, 05-02-16 14:43 
TagPressure,0.173648177667, 05-02-16 14:43 
tagRPM,253.138834699, 05-02-16 14:43 
TagBoiler,340, 05-02-16 14:43 
TagPressure,-8.72604640468e-14, 05-02-16 14:43 
TagBoiler,350, 05-02-16 14:43 
tagRPM,254.975560006, 05-02-16 14:43 
TagTemperature,10, 05-02-16 14:43 
TagPressure,-0.173648177667, 05-02-16 14:43 
tagRPM,256.734617287, 05-02-16 14:43 
TagBoiler,360, 05-02-16 14:43 
TagPressure,-0.342020143326, 05-02-16 14:43 
TagSpeed,50, 05-02-16 14:43 
tagRPM,258.415470716, 05-02-16 14:43 
TagBoiler,370, 05-02-16 14:43 
TagPressure,-0.5, 05-02-16 14:43 
tagRPM,260.01760829, 05-02-16 14:43 
TagBoiler,380, 05-02-16 14:43 
TagPressure,-0.642787609687, 05-02-16 14:43 
TagBoiler,390, 05-02-16 14:43 
tagRPM,261.540541981, 05-02-16 14:43 
TagPressure,-0.766044443119, 05-02-16 14:43 
TagBoiler,400, 05-02-16 14:43 
tagRPM,262.98380789, 05-02-16 14:43 
TagPressure,-0.866025403784, 05-02-16 14:43 
TagBoiler,410, 05-02-16 14:43 
tagRPM,264.346966383, 05-02-16 14:43 
TagPressure,-0.939692620786, 05-02-16 14:43 
TagFlow,40, 05-02-16 14:43 
TagSpeed,60, 05-02-16 14:43 
TagBoiler,420, 05-02-16 14:43 
tagRPM,265.629602229, 05-02-16 14:43 
TagPressure,-0.984807753012, 05-02-16 14:43 
TagTemperature,20, 05-02-16 14:43 
TagBoiler,430, 05-02-16 14:43 
tagRPM,266.831324726, 05-02-16 14:43 
TagPressure,-1.0, 05-02-16 14:43 
TagBoiler,440, 05-02-16 14:43 
tagRPM,267.951767816, 05-02-16 14:43 
TagPressure,-0.984807753012, 05-02-16 14:43 
TagBoiler,450, 05-02-16 14:43 
tagRPM,268.990590202, 05-02-16 14:43 
TagPressure,-0.939692620786, 05-02-16 14:43 
TagBoiler,460, 05-02-16 14:43 
tagRPM,269.947475448, 05-02-16 14:43 
TagPressure,-0.866025403784, 05-02-16 14:43 
TagSpeed,70, 05-02-16 14:43 
TagBoiler,470, 05-02-16 14:43 
tagRPM,270.822132078, 05-02-16 14:43 
TagPressure,-0.766044443119, 05-02-16 14:43 
TagBoiler,480, 05-02-16 14:43 
tagRPM,271.614293664, 05-02-16 14:43 
TagPressure,-0.642787609686, 05-02-16 14:43 
TagBoiler,490, 05-02-16 14:43 
tagRPM,272.323718904, 05-02-16 14:43 
TagPressure,-0.5, 05-02-16 14:43 
TagBoiler,500, 05-02-16 14:43 
tagRPM,272.950191701, 05-02-16 14:43 
TagPressure,-0.342020143326, 05-02-16 14:43 
TagTemperature,30, 05-02-16 14:43 
TagBoiler,510, 05-02-16 14:43 
tagRPM,273.493521226, 05-02-16 14:43 
TagPressure,-0.173648177667, 05-02-16 14:43 
TagFlow,50, 05-02-16 14:43 
TagSpeed,80, 05-02-16 14:43 
TagBoiler,520, 05-02-16 14:43 
tagRPM,273.953541975, 05-02-16 14:43 
TagPressure,-3.72069793912e-14, 05-02-16 14:43 
TagBoiler,530, 05-02-16 14:43 
tagRPM,274.330113821, 05-02-16 14:43 
TagPressure,0.173648177667, 05-02-16 14:43 
TagBoiler,540, 05-02-16 14:43 
tagRPM,274.623122058, 05-02-16 14:43 
TagPressure,0.342020143326, 05-02-16 14:43 
TagBoiler,550, 05-02-16 14:43 
tagRPM,274.83247743, 05-02-16 14:43 
TagPressure,0.5, 05-02-16 14:43 
TagBoiler,560, 05-02-16 14:43 
tagRPM,274.958116168, 05-02-16 14:43 
TagPressure,0.642787609686, 05-02-16 14:43 
TagSpeed,90, 05-02-16 14:43 
TagBoiler,570, 05-02-16 14:43 
tagRPM,275.0, 05-02-16 14:43 
TagPressure,0.766044443119, 05-02-16 14:43 
TagBoiler,580, 05-02-16 14:43 
tagRPM,274.958116168, 05-02-16 14:43 
TagPressure,0.866025403784, 05-02-16 14:43 
TagTemperature,40, 05-02-16 14:43 
TagBoiler,590, 05-02-16 14:43 
tagRPM,274.83247743, 05-02-16 14:43 
TagPressure,0.939692620786, 05-02-16 14:43 
TagBoiler,600, 05-02-16 14:43 
tagRPM,274.623122058, 05-02-16 14:43 
TagPressure,0.984807753012, 05-02-16 14:43 
TagBoiler,610, 05-02-16 14:43 
tagRPM,274.330113821, 05-02-16 14:43 
TagPressure,1.0, 05-02-16 14:43 
TagFlow,60, 05-02-16 14:43 
TagSpeed,100, 05-02-16 14:43 
TagBoiler,620, 05-02-16 14:43 
tagRPM,273.953541975, 05-02-16 14:43 
TagPressure,0.984807753012, 05-02-16 14:43 
TagBoiler,630, 05-02-16 14:43 
tagRPM,273.493521226, 05-02-16 14:43 
TagPressure,0.939692620786, 05-02-16 14:43 
TagBoiler,640, 05-02-16 14:43 
tagRPM,272.950191701, 05-02-16 14:43 
TagPressure,0.866025403784, 05-02-16 14:43 
TagBoiler,650, 05-02-16 14:43 
tagRPM,272.323718904, 05-02-16 14:43 
TagPressure,0.766044443119, 05-02-16 14:43 
TagBoiler,660, 05-02-16 14:43 
tagRPM,271.614293664, 05-02-16 14:43 
TagPressure,0.642787609687, 05-02-16 14:43 
TagTemperature,50, 05-02-16 14:43 
TagSpeed,0, 05-02-16 14:43 
TagBoiler,670, 05-02-16 14:43 
tagRPM,270.822132078, 05-02-16 14:43 
TagPressure,0.5, 05-02-16 14:43 
TagBoiler,680, 05-02-16 14:43 
tagRPM,269.947475448, 05-02-16 14:43 
TagPressure,0.342020143326, 05-02-16 14:43 
TagBoiler,690, 05-02-16 14:43 
tagRPM,268.990590202, 05-02-16 14:43 
TagPressure,0.173648177667, 05-02-16 14:43 
TagBoiler,700, 05-02-16 14:43 
tagRPM,267.951767816, 05-02-16 14:43 
TagPressure,1.61674422829e-13, 05-02-16 14:43 
TagBoiler,710, 05-02-16 14:43 
tagRPM,266.831324726, 05-02-16 14:43 
TagPressure,-0.173648177667, 05-02-16 14:43 
TagFlow,70, 05-02-16 14:43 
TagSpeed,10, 05-02-16 14:43 
TagBoiler,720, 05-02-16 14:43 
tagRPM,265.629602229, 05-02-16 14:43 
TagPressure,-0.342020143325, 05-02-16 14:43 
TagBoiler,730, 05-02-16 14:43 
tagRPM,264.346966383, 05-02-16 14:43 
TagPressure,-0.5, 05-02-16 14:43 
TagBoiler,740, 05-02-16 14:43 
tagRPM,262.98380789, 05-02-16 14:43 
TagPressure,-0.642787609687, 05-02-16 14:43 
TagTemperature,60, 05-02-16 14:43 
TagBoiler,750, 05-02-16 14:43 
tagRPM,261.540541981, 05-02-16 14:43 
TagPressure,-0.766044443119, 05-02-16 14:43 
TagBoiler,760, 05-02-16 14:43 
tagRPM,260.01760829, 05-02-16 14:43 
TagPressure,-0.866025403784, 05-02-16 14:43 
TagSpeed,20, 05-02-16 14:43 
TagBoiler,770, 05-02-16 14:43 
tagRPM,258.415470716, 05-02-16 14:43 
TagPressure,-0.939692620786, 05-02-16 14:43 
TagBoiler,780, 05-02-16 14:43 
